node1,node2,network
1359217,1182355,0
1359217,199766,0
1359217,257551,0
1359217,1437830,0
1359217,883275,0
1359217,1135279,0
1360494,470379,0
1360494,516803,0
1360494,1209831,0
1360494,1007004,0
1360494,1270558,0
1360494,381315,0
1360494,199766,0
1360494,1510740,0
1360494,52286,0
1360494,1007050,0
1360494,184305,0
1360494,653544,0
1360494,1537917,0
1360494,715607,0
1360494,122853,0
1360494,329307,0
1360494,1437830,0
1360494,389055,0
1360494,1420987,0
1422026,395566,0
1422026,1388111,0
1422026,256671,0
1422026,277913,0
1422026,736671,0
1422026,1451178,0
1422026,623579,0
1422026,962111,0
1422026,1482802,0
1422026,1129772,0
1422026,536119,0
1422026,240621,0
1422026,976963,0
1422026,1551084,0
1422026,592526,0
1422026,820906,0
1422026,1413579,0
1422026,1292886,0
1422026,485354,0
1422026,11854,0
1422026,248505,0
1422026,1379246,0
1422026,1053503,0
1422026,416771,0
1422026,1339474,0
1422026,1396273,0
1422026,804991,0
1422026,247934,0
1422026,1236499,0
1422026,265970,0
1422026,625243,0
1422026,266195,0
1422026,693740,0
1422026,732094,0
1422026,580906,0
1508729,1294647,0
1508729,1573651,0
1508729,891043,0
1508729,1367542,0
1508729,1107620,0
1508729,713484,0
1508729,101567,0
1508729,853209,0
1508729,977278,0
1508729,262930,0
1508729,933901,0
1508729,246654,0
2258,182551,0
2258,336095,0
2258,266696,0
2258,1425471,0
2258,1095707,0
2258,1016909,0
61507,789156,0
61507,1567450,0
61507,391769,0
61507,424177,0
226854,781666,0
226854,410266,0
226854,1551084,0
226854,1046888,0
226854,625243,0
226854,1339474,0
226854,801705,0
226854,156665,0
226854,1110503,0
226854,499454,0
226854,337431,0
226854,474656,0
226854,1560103,0
226854,675035,0
226854,248505,0
226854,667166,0
226854,1436707,0
226854,1093800,0
226854,290801,0
226854,75936,0
226854,240621,0
226854,1262219,0
226854,247934,0
226854,567054,0
226854,479047,0
226854,503051,0
226854,1041716,0
226854,284135,0
512015,965375,0
512015,1017970,0
512015,660301,0
512015,985600,0
512015,1484194,0
512015,408054,0
512015,1309629,0
512015,863929,0
512015,1107620,0
512015,517376,0
512015,1177720,0
512015,1328043,0
512015,892560,0
524970,557870,0
524970,373038,0
524970,604045,0
524970,319490,0
524970,210692,0
524970,32956,0
524970,271576,0
524970,294612,0
524970,1552800,0
524970,1336679,0
524970,540054,0
524970,1421191,0
524970,16954,0
524970,898518,0
981920,32956,0
981920,389079,0
981920,1345205,0
981920,105520,0
981920,1416184,0
981920,1176618,0
981920,929014,0
981920,1176898,0
981920,203903,0
981920,271576,0
981920,1469991,0
981920,366097,0
1341609,1355604,0
1341609,1484576,0
1341609,130229,0
1341609,1534204,0
1341609,1123354,0
2418,122467,0
2418,743443,0
809611,1076734,0
1243575,1063651,0
1243575,1153460,0
2567,1351889,0
2567,525857,0
2567,1191038,0
204906,613042,0
204906,368377,0
204906,332247,0
204906,978627,0
204906,137920,0
204906,705724,0
204906,645879,0
204906,572409,0
204906,1026616,0
1264584,229624,0
1264584,1071103,0
1264584,1044647,0
1264584,1489173,0
3172,1316700,0
3172,872869,0
3172,668136,0
223020,953086,0
223020,1465315,0
223020,233687,0
223020,277370,0
223020,1358868,0
384173,982406,0
966569,256755,0
3258,791786,0
3258,1129118,0
3258,1130118,0
3258,1379726,0
3258,1115216,0
3258,1567906,0
3258,710079,0
171016,635304,0
171016,846860,0
196153,744083,0
196153,498947,0
410619,158297,0
410619,1264895,0
410619,554000,0
410619,542410,0
410619,36879,0
410619,159098,0
410619,140424,0
410619,615569,0
410619,827609,0
